OID,VEG_POINT_SOURCE,AUTO_ID,CIRCUITNAME,UNDERBUILD,UNIQUE_SEGMENT_ID,VP_STATUS,WORK_VERIFICATION_STATUS,PI_COMPANY,SPECIES,RWD_EXC,DEAD_DYING,DIAMETER,HEIGHT,TAT_RESULT,TREE_MATRIX_SCORE,IMPACT_MATRIX_SCORE,PRESCRIP,WOOD_MAN,TRAFFIC,ENVIRONMENTAL_CONCERN,PI_COMMENTS,TW_COMPANY,TW_SUB,TW_FOREMAN_ISN,TW_ACT_WORK,TW_WORK_DATE,TW_COMMENTS,TW_BILLING_TYPE,TW_READY_TO_INVOICE,TW_INVOICING_STATUS,WM_COMPANY,WM_SUB,WM_DATE,WM_COMMENTS,EVM_LAST_EDITOR,EVM_LAST_EDITED,REGION,DIVISION,PARCEL_NAME,SITE_ADDRESS,PROPERTY_CITY,Creator,Created,Editor,Edited,GlobalID,UNIQUE_PARCEL_ID,EVM_SYNC_ID
-1,,VP_AW115-G25_1627467_2020,BRUNSWICK 1105,No,CIP_AW115-G25_385946,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,7,30,Do Not ABATE,,,NW_No Work,Haul offsite,,None Observed,25 ft east of end pole guy line,,,,,,,Unit,No,Not Invoiced,,,,Tbd,cwongj_awrr,5/12/2020 18:53:16,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 15:36:17,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,0b872f5e-0d25-4066-9198-3a121ce68594
-1,,VP_AW115-G25_1627468_2020,BRUNSWICK 1105,No,CIP_AW115-G25_380829,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,8,40,Do Not ABATE,,,F1B_FP-Rmv1 B,Haul offsite,,None Observed,20 ft east of endpole. Cutting will expose tree and proximity to line will eventually require siding or or topping,,,,,,,Unit,No,Not Invoiced,,,,"Remove wood, pile chips on property",cwongj_awrr,5/12/2020 16:15:51,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 16:15:51,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,4a88bf0a-f24f-4878-b188-1dd2f9ea2ae3
-1,,VP_AW115-G25_1627469_2020,BRUNSWICK 1105,No,CIP_AW115-G25_380830,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,6,35,Do Not ABATE,,,F1B_FP-Rmv1 B,Haul offsite,,None Observed,0.9 span pole 44I to endpole. 20 ft east of line. Cutting will expose tree and proximity to line will eventually require siding or or topping,,,,,,,Unit,No,Not Invoiced,,,,"Remove wood, pile chips on property",cwongj_awrr,5/12/2020 16:18:24,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 16:18:24,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,036e7286-4ea2-48fc-a841-021375a73f0e
-1,,VP_AW115-G25_1627470_2020,BRUNSWICK 1105,No,CIP_AW115-G25_380830,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,9,45,Do Not ABATE,,,F1B_FP-Rmv1 B,Haul offsite,,None Observed,0.7 span pole 44I to endpole. 5 ft east of line. Cutting will expose tree and proximity to line will eventually require siding or or topping,,,,,,,Unit,No,Not Invoiced,,,,"Remove wood, pile chips on property",cwongj_awrr,5/12/2020 16:26:36,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 16:21:23,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,f88618e1-9266-4776-b5a4-160251619e2a
-1,,VP_AW115-G25_1627471_2020,BRUNSWICK 1105,No,CIP_AW115-G25_380830,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,12,55,Do Not ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,0.5 span pole 44I to endpole. 5 ft east of line. Cutting will expose tree and proximity to line will eventually require siding or or topping,,,,,,,Unit,No,Not Invoiced,,,,"Remove wood, pile chips on property",cwongj_awrr,5/12/2020 16:28:43,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 16:23:02,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,04089586-de62-43ef-9508-d8589d9fdca5
-1,,VP_AW115-G25_1627472_2020,BRUNSWICK 1105,No,CIP_AW115-G25_380830,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,7,35,Do Not ABATE,,,R1A_Rmv 1-A,Haul offsite,,None Observed,0.5 span pole 44I to endpole. 10 ft east of line. Cutting will expose tree and proximity to line will eventually require siding or or topping,,,,,,,Unit,No,Not Invoiced,,,,"Remove wood, pile chips on property",cwongj_awrr,5/12/2020 16:45:25,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 16:25:38,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,9bc26795-2635-4acd-8ec5-3cb18e8b073e
-1,,VP_AW115-G25_1627473_2020,BRUNSWICK 1105,No,CIP_AW115-G25_380830,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,12,55,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,0.7 span pole 44I to endpole. 15 ft east of line. Cutting will expose tree and proximity to line will eventually require siding or or topping,,,,,,,Unit,No,Not Invoiced,,,,"Remove wood, pile chips on property",cwongj_awrr,5/12/2020 16:40:33,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 16:28:25,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,59ff5748-554d-4e34-960d-7f172ba234fb
-1,,VP_AW115-G25_1627474_2020,BRUNSWICK 1105,No,CIP_AW115-G25_380830,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,15,75,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,0.4 span pole 44I to end pole 55 ft east of line,,,,,,,Unit,No,Not Invoiced,,,,Tbd,cwongj_awrr,5/12/2020 18:53:58,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 16:56:02,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,3ee49970-2ec1-47a5-a165-ff73346b6e48
-1,,VP_AW115-G25_1627475_2020,BRUNSWICK 1105,No,CIP_AW115-G25_379391,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,35,90,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,75 ft south of pole 44I,,,,,,,Unit,No,Not Invoiced,,,,Tbd,cwongj_awrr,5/12/2020 18:54:37,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 17:04:51,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,a1d43eba-1410-4338-9c85-60c6c6527692
-1,,VP_AW115-G25_1627476_2020,BRUNSWICK 1105,No,CIP_AW115-G25_379391,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,18,65,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,55 ft south of pole 44I,,,,,,,Unit,No,Not Invoiced,,,,Tbd,cwongj_awrr,5/12/2020 18:54:24,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 17:13:51,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,5e0728b8-ab13-46a3-ad09-73d980d00967
-1,,VP_AW115-G25_1627477_2020,BRUNSWICK 1105,No,CIP_AW115-G25_379391,No Work Required Under EVM,,JEF_Jefferson Resources,Sugar Pine,No,No,11,55,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,50 ft south of pole 44I,,,,,,,Unit,No,Not Invoiced,,,,Tbd,cwongj_awrr,5/12/2020 18:54:12,Sierra,SI_Sierra,,12957 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 17:16:25,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G25_817953,b1a5a74f-80b4-462d-80f3-b3b238bdbadc
-1,,VP_AW115-G24_1627478_2020,BRUNSWICK 1105,No,CIP_AW115-G24_379021,Work Identified,,JEF_Jefferson Resources,Manzanita,No,No,3,10,ABATE,,,BC_Br Rmv,Not Needed,,None Observed,Brush unit around pole 44G,,,,,,,Unit,No,Not Invoiced,,,,Not needed,cwongj_awrr,5/12/2020 18:52:12,Sierra,SI_Sierra,,13014 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 18:32:55,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_819632,eda9c4a3-12bc-4f1e-8083-ab8d6b07c52d
-1,,VP_AW115-G24_1627479_2020,BRUNSWICK 1105,No,CIP_AW115-G24_379021,Work Identified,,JEF_Jefferson Resources,Manzanita,No,No,3,10,ABATE,,,BC_Br Rmv,Not Needed,,None Observed,Brush unit around pole 44G guy line,,,,,,,Unit,No,Not Invoiced,,,,Not needed,cwongj_awrr,5/12/2020 18:52:28,Sierra,SI_Sierra,,13014 SAILOR FLAT RD,NEVADA CITY,cwongj_awrr,5/12/2020 18:33:51,BE_geomartawrrprod,5/12/2020 19:19:03,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_819632,f2428dea-7be5-448f-bf7b-570371d2c28f
-1,,VP_AW115-G23_1627616_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,31,46,Do Not ABATE,,,Trim,Not Needed,,None Observed,21 Ft directly North of End pole. 3 way split at base. One stem is leaning and weighted towards facility and overhanging guy wire. ,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 16:04:29,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:04:29,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,94bc4038-d9a2-45d7-ae5f-78495052d922
-1,,VP_AW115-G23_1627617_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Live Oak,No,No,4,24,ABATE,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,"16 Ft directly North of End pole. Leaning and weighted towards facility, tree is overhanging guy wire at End pole.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 16:08:50,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:08:50,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,b63b0620-b1a4-47b2-8a7e-5167825dfc34
-1,,VP_AW115-G23_1627618_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Brush (misc),No,No,3,10,Not a Strike Tree,,,BC_Br Rmv,Not Needed,,None Observed,Brush clearance for guy wire 15 Ft North of End pole. Small saplings marked with yellow paint within radial clearance.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 16:11:13,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:11:13,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,e8d92ff6-3e82-481a-9807-1f582222c59c
-1,,VP_AW115-G23_1627619_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,4,34,Not a Strike Tree,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,13 Ft directly North of End pole. Tree is within guy wire clearance and causing strain and abrasion.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 16:14:32,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:14:32,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,c9b886bf-83c5-4ec7-b90d-cb06462ec7ad
-1,,VP_AW115-G23_1627620_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Brush (misc),No,No,3,11,Not a Strike Tree,,,BC_Br Rmv,Not Needed,,None Observed,"11 Ft directly North of End pole. Tree is growing underneath guy wire, within clearance and causing strain and abrasion.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 16:16:07,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:16:07,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,77934393-fe67-41ce-8762-f1563b668842
-1,,VP_AW115-G23_1627621_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,10,24,ABATE,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,"6 Ft directly West of End pole. Within pole clearance of End pole. Tree has been previously topped, recommend against future work. Multi stem top.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:28:42,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:16:37,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,ed236a55-35cf-4603-9be5-d9f071e0a4a3
-1,,VP_AW115-G23_1627622_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,4,25,Not a Strike Tree,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,".9 span from pole G to End pole. 5 Ft West of line. Tree is within radial clearance of End pole. Previous tree work has occurred, recommend against future work. ",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 17:56:54,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:18:14,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,dccd17cf-7b61-4eea-9830-f642a9a6d6b3
-1,,VP_AW115-G23_1627623_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,7,20,ABATE,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,".9 span from pole G to End pole. Tree is growing directly under lines and is within radial clearance of End pole. Tree has been previously topped, recommend against future work. Signs of regressing health and suppressed nutrients.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:03:35,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:18:52,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,70cd8ac6-70c8-4e4c-85e0-57262354f86c
-1,,VP_AW115-G23_1627624_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,8,22,Not a Strike Tree,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,".9 span from pole G to End pole. 2 Ft West of line. Lean and growth towards facility. Will grow to encroach clearance at End pole. Signs of regressing health, precious tree work has occurred. recommend against future work.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:05:47,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:19:35,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,cfcc6613-dfb5-4357-a155-1d44273a004b
-1,,VP_AW115-G23_1627625_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,7,20,Not a Strike Tree,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,.7 span from pole G to End pole. 3 Ft East of line with growth directly under lines. Previous topping has occurred. Tree is showing signs of failing health and suppressed nutrients,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 17:57:51,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:20:32,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,8fea60d0-13ba-468c-b7c4-f538cff52108
-1,,VP_AW115-G23_1627626_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,7,20,Not a Strike Tree,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,.8 span from pole G to End pole. 3 Ft East of line with growth directly under lines. Previous topping has occurred. Tree is showing signs of failing health and suppressed nutrients,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:11:12,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:20:47,BE_geomartawrrprod,5/12/2020 21:24:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,74d8bc8a-f2a7-4d0e-8140-f93f7f5bb8e4
-1,,VP_AW115-G23_1627627_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,10,20,Not a Strike Tree,,,F1B_FP-Rmv1 B,Not Needed,,None Observed,.7 span from pole G to End pole. 3 Ft East of line with growth directly under lines. Previous topping has occurred. Tree is showing signs of failing health and suppressed nutrients,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:12:11,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 16:21:20,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,79a004a8-a03a-48b2-8a6a-48d2e83d0995
-1,,VP_AW115-G23_1627628_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,21,20,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,.8 span from pole G to End pole. Tree is growing directly under lines with lean and weight away. 2 way split at base. Tree is in good health.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:23:28,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:09:18,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,7279c9a6-e35a-4c15-a21d-07986e35245e
-1,,VP_AW115-G23_1627629_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,18,20,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,.8 span from pole G to End pole. Tree is growing directly under lines with lean and weight away. 2 way split at base. Tree is in good health.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:11:00,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:10:31,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,5920bd58-3d69-4847-9d46-7726818cb723
-1,,VP_AW115-G23_1627630_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,23,83,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,75 Ft Northwest of End pole. Tree is tall enough to strike facility.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:39:52,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:33:54,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,f68d72f2-8dd7-4936-8449-ba13a75f4f84
-1,,VP_AW115-G23_1627631_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,23,95,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,80 Ft Northwest of End pole. Tree is tall enough to strike End pole and guy wire. ,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:47:51,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:34:22,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,1d34dba4-ec1f-45e8-9405-1c10f9ca9647
-1,,VP_AW115-G23_1627632_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,29,107,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"99 Ft Northwest of End pole. Tree is tall enough to strike primary line, end pole and guy wire.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 20:41:21,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:35:04,BE_geomartawrrprod,5/13/2020 1:11:46,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,9a8ed405-586f-4b00-bc57-fa97194a1005
-1,,VP_AW115-G23_1629844_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,12,57,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"63 Ft directly West of End pole. Weighted away from facility, tree is tall enough to strike primary line, end pole and guy wire.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:39:27,Sierra,SI_Sierra,,,NEVADA CITY,amchuj_awrr,5/12/2020 18:39:27,BE_geomartawrrprod,5/13/2020 11:07:18,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,44d20d52-1f02-4bfb-a4a0-269f3631d6e2
-1,,VP_AW115-G23_1627633_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,22,89,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,80 Ft Northwest of End pole. Tree is tall enough to strike End pole and guy wire. ,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:42:22,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:42:22,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,38172102-9250-40f8-a951-04a98c7a2967
-1,,VP_AW115-G23_1627634_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,17,89,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,95 Ft North of End pole. Tree is tall enough to strike guy wire at End pole.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 19:15:51,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:43:03,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,dfab7454-c573-46e5-94c9-5573b0e3014c
-1,,VP_AW115-G23_1627635_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,15,78,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,90 Ft North of End pole. Tree is tall enough to strike guy wire at end pole.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:48:02,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:44:29,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,2f3d813a-42fe-4e53-8eca-7fff78ebd2b3
-1,,VP_AW115-G23_1627636_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,15,90,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,85 Ft Northwest of End pole. Tree is tall enough to strike End pole and guy wire. ,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 18:50:13,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:49:19,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,b1ed7dd6-c23d-48e7-b339-86fd673a2c63
-1,,VP_AW115-G23_1627637_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,22,97,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,105 Ft North of End pole. Tree is tall enough to strike guy wire at End pole.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 19:16:54,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:50:57,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,b8007376-c316-472e-aaf1-774c933653c6
-1,,VP_AW115-G23_1627638_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,18,82,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,97 Ft North of End pole. Tree is tall enough to strike guy wire at End pole.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 19:16:21,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:52:08,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,97c09f41-0fb8-4022-9898-d7843d94b1f9
-1,,VP_AW115-G23_1627639_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,26,100,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,93 Ft North of End pole. Tree is tall enough to strike guy wire and End pole. ,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/12/2020 19:11:27,Sierra,SI_Sierra,,13176 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/12/2020 18:54:15,BE_geomartawrrprod,5/12/2020 21:24:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821069,9dea016d-0e3d-479d-af03-7876e67e736a
